TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA
CRFB3;19,71;1,23;31,35;2,58;0,93;20,55;4,50;2,02;14,05;15,70;1,65;0,30;0,63;15,60;-1,68;1,16;8,24;2,97;8,56;0,36;0,64;1,47;10,32;12,50;141.316.225,89
CRIV3;5,85;0,60;8,12;0,62;0,09;51,51;17,05;12,04;5,73;6,13;;;0,98;0,58;-0,20;1,37;7,70;1,07;;0,14;0,86;0,09;-5,15;14,18;46.054,15
CRIV4;6,80;6,04;9,44;0,73;0,10;51,51;17,05;12,04;6,66;6,13;;;1,14;0,68;-0,23;1,37;7,70;1,07;;0,14;0,86;0,09;-5,15;14,18;14.757,81
CRPG3;25,00;0,56;6,60;1,26;0,92;23,60;18,25;18,65;6,75;;-1,83;-0,34;1,23;1,41;-4,14;6,20;19,03;13,92;18,13;0,73;0,27;0,75;8,35;;3.796,33
CRPG5;24,18;0,58;6,38;1,22;0,89;23,60;18,25;18,65;6,52;;-1,83;-0,34;1,19;1,36;-4,00;6,20;19,03;13,92;18,13;0,73;0,27;0,75;8,35;;234.904,53
CRPG6;23,99;0,58;6,33;1,21;0,88;23,60;18,25;18,65;6,47;;-1,83;-0,34;1,18;1,35;-3,97;6,20;19,03;13,92;18,13;0,73;0,27;0,75;8,35;;27.204,50
CSAB3;45,01;6,89;24,33;1,89;0,73;52,53;44,81;225,19;122,28;126,34;;;54,79;4,87;-1,19;1,64;7,79;3,00;;0,39;0,61;0,01;-27,17;-14,21;22.404,00
CSAB4;48,00;7,11;25,95;2,02;0,78;52,53;44,81;225,19;130,40;126,34;;;58,43;5,19;-1,27;1,64;7,79;3,00;;0,39;0,61;0,01;-27,17;-14,21;4.800,00
CSAN3;68,76;2,18;12,49;2,37;0,82;30,23;26,39;15,54;7,35;10,14;2,79;0,90;1,94;5,81;-1,14;1,97;19,00;6,54;12,15;0,34;0,66;0,42;10,73;31,02;119.460.650,39
CSMG3;60,23;1,86;10,48;1,11;0,65;42,41;22,46;13,94;6,50;8,75;2,24;0,38;1,46;8,69;-0,79;1,76;10,62;6,22;8,94;0,59;0,41;0,45;4,54;18,85;59.026.156,33
CSNA3;11,42;2,70;18,73;2,93;0,30;30,31;9,92;3,42;6,45;18,94;12,49;5,68;0,64;6,56;-0,41;1,20;15,65;1,60;3,34;0,10;0,90;0,47;9,54;;149.731.785,83
CSRN3;16,98;1,84;9,55;2,48;0,67;23,55;17,58;11,69;6,35;;3,43;1,34;1,12;6,15;-0,86;1,91;25,97;6,97;13,38;0,27;0,73;0,60;10,15;5,29;9.373,78
CSRN5;21,00;1,64;11,81;3,07;0,82;23,55;17,58;11,69;7,85;;3,43;1,34;1,38;7,61;-1,07;1,91;25,97;6,97;13,38;0,27;0,73;0,60;10,15;5,29;2.100,00
CSRN6;18,49;1,86;10,40;2,70;0,72;23,55;17,58;11,69;6,91;;3,43;1,34;1,22;6,70;-0,94;1,91;25,97;6,97;13,38;0,27;0,73;0,60;10,15;5,29;1.849,00
CTCA3;0,00;;0,00;0,00;0,00;57,42;7,92;7,92;0,00;-6,25;-6,25;-0,20;0,00;0,00;0,00;2,86;3,25;2,45;1,49;0,75;0,25;0,31;26,66;30,12;
CTKA3;15,00;;-7,49;-0,34;0,24;40,44;10,29;-3,69;2,68;17,00;14,61;;0,28;0,84;-0,61;1,95;4,56;-3,26;13,57;-0,72;1,72;0,89;0,27;;95.158,53
CTKA4;12,00;;-5,99;-0,27;0,20;40,44;10,29;-3,69;2,15;17,00;14,61;;0,22;0,67;-0,49;1,95;4,56;-3,26;13,57;-0,72;1,72;0,89;0,27;;130.847,93
CTNM3;11,50;;-8,31;0,20;0,08;29,29;1,71;-2,27;11,06;49,32;41,04;0,73;0,19;1,60;-0,13;1,16;-2,37;-0,98;0,84;0,42;0,58;0,43;-5,30;;97.233,34
CTNM4;6,21;;-4,49;0,11;0,04;29,29;1,71;-2,27;5,97;49,32;41,04;0,73;0,10;0,86;-0,07;1,16;-2,37;-0,98;0,84;0,42;0,58;0,43;-5,30;;249.243,22
CTSA3;6,08;;22,53;0,83;0,40;20,92;7,51;2,30;6,89;;5,96;0,72;0,52;3,42;-0,72;1,36;3,68;1,77;6,60;0,48;0,52;0,77;2,57;61,71;60.890,15
CTSA4;6,52;;24,16;0,89;0,43;20,92;7,51;2,30;7,39;;5,96;0,72;0,56;3,67;-0,77;1,36;3,68;1,77;6,60;0,48;0,52;0,77;2,57;61,71;14.745,94
CTSA8;0,00;;0,00;0,00;0,00;20,92;7,51;2,30;0,00;;5,96;0,72;0,00;0,00;0,00;1,36;3,68;1,77;6,60;0,48;0,52;0,77;2,57;61,71;
CVCB3;19,45;2,15;12,69;2,09;0,42;91,91;25,37;11,99;6,00;8,34;2,34;0,81;1,52;1,75;-1,52;1,49;16,48;3,30;14,69;0,20;0,80;0,28;21,43;18,82;123.028.221,67
CYRE3;23,45;7,77;17,99;1,80;0,91;31,73;14,84;13,47;16,33;18,46;2,13;0,24;2,42;2,88;-2,00;2,38;10,00;5,06;6,33;0,51;0,49;0,38;-7,54;-8,46;175.326.012,53
DASA3;66,00;0,85;-2.095,33;7,92;2,74;32,79;5,43;-0,32;121,92;133,14;11,22;0,73;6,62;35,18;-3,75;1,41;-0,38;-0,13;2,48;0,35;0,65;0,41;10,10;9,52;24.800,11
DIRR3;14,53;3,44;19,94;1,60;0,46;34,36;12,97;7,98;12,27;13,13;0,86;0,11;1,59;1,26;-0,89;4,24;8,04;2,32;6,41;0,29;0,71;0,29;-4,50;-12,25;17.721.080,97
DMMO3;1,72;;-3,67;-0,96;0,35;12,47;-19,75;-28,88;-5,37;-12,99;-7,63;;1,06;-1,93;-0,42;0,48;26,22;-9,44;-28,54;-0,36;1,36;0,33;-15,03;;17.901.014,50
DOHL3;10,80;;25,24;1,10;0,88;24,71;0,83;5,41;165,42;131,98;-12,81;-0,09;1,37;2,20;-1,66;6,68;4,37;3,49;-2,60;0,80;0,20;0,65;4,74;-5,49;1.080,00
